ID,Ath_besthit,Araport11_defline
HORVU.MOREX.r2.6HG0454480.1,AT2G31790,UDP-Glycosyltransferase superfamily protein
HORVU.MOREX.r2.6HG0454490.1,AT1G09390,GDSL-like Lipase/Acylhydrolase superfamily protein
HORVU.MOREX.r2.6HG0454520.1,AT2G01860,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0454550.1,AT4G21400,cysteine-rich RLK (RECEPTOR-like protein kinase) 28
HORVU.MOREX.r2.6HG0454560.1,AT5G23490,hypothetical protein
HORVU.MOREX.r2.6HG0454610.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0454630.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0454640.1,AT4G12150,RING/U-box superfamily protein
HORVU.MOREX.r2.6HG0454650.1,AT1G79620,Leucine-rich repeat protein kinase family protein
HORVU.MOREX.r2.6HG0454660.1,AT3G50950,HOPZ-ACTIVATED RESISTANCE 1
HORVU.MOREX.r2.6HG0454670.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0454690.1,AT5G47460,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.6HG0454770.1,AT3G25970,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.6HG0454780.1,AT2G17220,Protein kinase superfamily protein
HORVU.MOREX.r2.6HG0454800.1,AT5G10530,Concanavalin A-like lectin protein kinase family protein
HORVU.MOREX.r2.6HG0454810.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0454820.1,AT2G27360,GDSL-like Lipase/Acylhydrolase superfamily protein
HORVU.MOREX.r2.6HG0454840.1,AT5G02860,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.6HG0454850.1,AT1G40087,Plant transposase (Ptta/En/Spm family)
HORVU.MOREX.r2.6HG0454860.1,AT5G52960,tRNA dimethylallyltransferase
HORVU.MOREX.r2.6HG0454880.1,AT5G11430,SPOC domain / Transcription elongation factor S-II protein
HORVU.MOREX.r2.6HG0454890.1,AT2G48060,piezo-type mechanosensitive ion channel component
HORVU.MOREX.r2.6HG0454900.1,AT3G50685,anti-muellerian hormone type-2 receptor
HORVU.MOREX.r2.6HG0454910.1,AT3G48820,Glycosyltransferase family 29 (sialyltransferase) family protein
HORVU.MOREX.r2.6HG0454930.1,AT4G14465,AT-hook motif nuclear-localized protein 20
HORVU.MOREX.r2.6HG0454950.1,AT1G80770,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.6HG0454960.1,AT5G14860,UDP-Glycosyltransferase superfamily protein
HORVU.MOREX.r2.6HG0454970.1,AT2G31620,Receptor-like protein kinase-related family protein
HORVU.MOREX.r2.6HG0454990.1,AT4G00980,zinc knuckle (CCHC-type) family protein
HORVU.MOREX.r2.6HG0455020.1,AT5G45580,Homeodomain-like superfamily protein
HORVU.MOREX.r2.6HG0455040.1,AT3G17540,F-box and associated interaction domains-containing protein
HORVU.MOREX.r2.6HG0455050.1,AT5G01750,LURP-one-like protein (DUF567)
HORVU.MOREX.r2.6HG0455070.1,AT5G60150,hypothetical protein
HORVU.MOREX.r2.6HG0455080.1,AT5G46330,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0455090.1,AT2G48100,Exonuclease family protein
HORVU.MOREX.r2.6HG0455100.1,AT2G34930,disease resistance family protein / LRR family protein
HORVU.MOREX.r2.6HG0455130.1,AT2G45550,"cytochrome P450, family 76, subfamily C, polypeptide 4"
HORVU.MOREX.r2.6HG0455150.1,AT1G08860,Calcium-dependent phospholipid-binding Copine family protein
HORVU.MOREX.r2.6HG0455170.1,AT5G04430,binding to TOMV RNA 1L (long form)
HORVU.MOREX.r2.6HG0455230.1,AT2G35690,acyl-CoA oxidase 5
HORVU.MOREX.r2.6HG0455270.1,AT2G02040,peptide transporter 2
HORVU.MOREX.r2.6HG0455300.1,AT1G69550,disease resistance protein (TIR-NBS-LRR class)
HORVU.MOREX.r2.6HG0455320.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0455380.1,AT1G76250,transmembrane protein
HORVU.MOREX.r2.6HG0455390.1,AT5G42760,Leucine carboxyl methyltransferase
HORVU.MOREX.r2.6HG0455430.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.6HG0455440.1,AT2G42360,RING/U-box superfamily protein
HORVU.MOREX.r2.6HG0455450.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.6HG0455470.1,AT1G16240,syntaxin of plants 51
HORVU.MOREX.r2.6HG0455480.1,AT5G42320,Zn-dependent exopeptidases superfamily protein
HORVU.MOREX.r2.6HG0455490.1,AT1G20560,acyl activating enzyme 1
HORVU.MOREX.r2.6HG0455500.1,AT1G50710,HAUS augmin-like complex subunit
HORVU.MOREX.r2.6HG0455510.1,AT4G19880,Glutathione S-transferase family protein
HORVU.MOREX.r2.6HG0455520.1,AT4G11380,Adaptin family protein
HORVU.MOREX.r2.6HG0455570.1,AT1G28120,ubiquitin thioesterase otubain-like protein
HORVU.MOREX.r2.6HG0455580.1,AT1G28120,ubiquitin thioesterase otubain-like protein
HORVU.MOREX.r2.6HG0455620.1,AT3G13790,Glycosyl hydrolases family 32 protein
HORVU.MOREX.r2.6HG0455630.1,AT1G18160,Protein kinase superfamily protein
HORVU.MOREX.r2.6HG0455650.1,AT1G55120,beta-fructofuranosidase 5
HORVU.MOREX.r2.6HG0455660.1,AT1G28120,ubiquitin thioesterase otubain-like protein
HORVU.MOREX.r2.6HG0455680.1,AT3G16660,Pollen Ole e 1 allergen and extensin family protein
HORVU.MOREX.r2.6HG0455720.1,AT3G28280,F-box/associated interaction domain protein
HORVU.MOREX.r2.6HG0455730.1,AT1G28120,ubiquitin thioesterase otubain-like protein
HORVU.MOREX.r2.6HG0455740.1,AT1G28120,ubiquitin thioesterase otubain-like protein
HORVU.MOREX.r2.6HG0455800.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.6HG0455810.1,AT5G27670,histone H2A 7
HORVU.MOREX.r2.6HG0455840.1,AT3G19560,F-box family protein
HORVU.MOREX.r2.6HG0455850.1,AT3G17540,F-box and associated interaction domains-containing protein
HORVU.MOREX.r2.6HG0455880.1,AT3G24255,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
HORVU.MOREX.r2.6HG0455890.1,AT5G02560,histone H2A 12
HORVU.MOREX.r2.6HG0455900.1,AT3G06480,DEAD box RNA helicase family protein
HORVU.MOREX.r2.6HG0455910.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.6HG0455980.1,AT3G04790,"Ribose 5-phosphate isomerase, type A protein"
HORVU.MOREX.r2.6HG0455990.1,AT3G04810,NIMA-related kinase 2
HORVU.MOREX.r2.6HG0456010.1,AT2G41460,apurinic endonuclease-redox protein
HORVU.MOREX.r2.6HG0456040.1,AT2G27780,Transcription factor IIS family protein
HORVU.MOREX.r2.6HG0456050.1,AT1G36180,acetyl-CoA carboxylase 2
HORVU.MOREX.r2.6HG0456060.1,AT4G18240,starch synthase 4
HORVU.MOREX.r2.6HG0456070.1,AT3G20250,pumilio 5
HORVU.MOREX.r2.6HG0456080.1,AT1G01860,Ribosomal RNA adenine dimethylase family protein
HORVU.MOREX.r2.6HG0456090.1,AT5G52040,RNA-binding (RRM/RBD/RNP motifs) family protein
HORVU.MOREX.r2.6HG0456130.1,AT2G46600,Calcium-binding EF-hand family protein
HORVU.MOREX.r2.6HG0456150.1,AT3G63000,NPL4-like protein 1
HORVU.MOREX.r2.6HG0456170.1,AT3G61870,plant/protein
HORVU.MOREX.r2.6HG0456180.1,AT5G42480,Chaperone DnaJ-domain superfamily protein
HORVU.MOREX.r2.6HG0456190.1,AT5G37475,Translation initiation factor eIF3 subunit
HORVU.MOREX.r2.6HG0456210.1,AT2G21340,MATE efflux family protein
HORVU.MOREX.r2.6HG0456220.1,AT2G47030,Plant invertase/pectin methylesterase inhibitor superfamily
HORVU.MOREX.r2.6HG0456240.1,AT2G45640,SIN3 associated polypeptide P18
HORVU.MOREX.r2.6HG0456250.1,AT1G02060,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0456270.1,AT1G61680,terpene synthase 14
HORVU.MOREX.r2.6HG0456280.1,AT1G61680,terpene synthase 14
HORVU.MOREX.r2.6HG0456290.1,AT1G61680,terpene synthase 14
HORVU.MOREX.r2.6HG0456300.1,AT1G61680,terpene synthase 14
HORVU.MOREX.r2.6HG0456310.1,AT2G25010,"Aminotransferase-like, plant mobile domain family protein"
HORVU.MOREX.r2.6HG0456370.1,AT2G36490,demeter-like 1
HORVU.MOREX.r2.6HG0456460.1,AT2G02030,F-box family protein
HORVU.MOREX.r2.6HG0456470.1,AT1G61680,terpene synthase 14
HORVU.MOREX.r2.6HG0456480.1,AT5G42560,"Abscisic acid-responsive (TB2/DP1, HVA22) family protein"
HORVU.MOREX.r2.6HG0456510.1,AT3G53180,nodulin/glutamine synthase-like protein
HORVU.MOREX.r2.6HG0456520.1,AT4G31290,ChaC-like family protein
HORVU.MOREX.r2.6HG0456560.1,AT2G34357,ARM repeat superfamily protein
HORVU.MOREX.r2.6HG0456570.1,AT1G10680,P-glycoprotein 10
HORVU.MOREX.r2.6HG0456610.1,AT2G40760,Rhodanese/Cell cycle control phosphatase superfamily protein
HORVU.MOREX.r2.6HG0456640.1,AT2G21130,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
HORVU.MOREX.r2.6HG0456650.1,AT1G55120,beta-fructofuranosidase 5
HORVU.MOREX.r2.6HG0456660.1,AT3G05660,receptor like protein 33
HORVU.MOREX.r2.6HG0456670.1,AT3G47680,DNA binding protein
HORVU.MOREX.r2.6HG0456680.1,AT2G21070,methyltransferase
HORVU.MOREX.r2.6HG0456700.1,AT3G05850,MuDR family transposase
HORVU.MOREX.r2.6HG0456710.1,AT4G36020,cold shock domain protein 1
HORVU.MOREX.r2.6HG0456720.1,AT1G78840,F-box/RNI-like/FBD-like domains-containing protein
HORVU.MOREX.r2.6HG0456800.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0456850.1,AT3G28410,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0456870.1,AT5G64050,glutamate tRNA synthetase
HORVU.MOREX.r2.6HG0456880.1,AT4G00620,Amino acid dehydrogenase family protein
HORVU.MOREX.r2.6HG0456890.1,AT4G35020,RAC-like 3
HORVU.MOREX.r2.6HG0456900.1,AT4G34920,PLC-like phosphodiesterases superfamily protein
HORVU.MOREX.r2.6HG0456920.1,AT5G63630,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.6HG0456940.1,AT5G43580,"Serine protease inhibitor, potato inhibitor I-type family protein"
HORVU.MOREX.r2.6HG0456970.1,AT1G64230,ubiquitin-conjugating enzyme 28
HORVU.MOREX.r2.6HG0457000.1,AT5G14470,GHMP kinase family protein
HORVU.MOREX.r2.6HG0457010.1,AT1G75980,Single hybrid motif superfamily protein
HORVU.MOREX.r2.6HG0457020.1,AT1G63855,Putative methyltransferase family protein
HORVU.MOREX.r2.6HG0457040.1,AT2G27920,serine carboxypeptidase-like 51
HORVU.MOREX.r2.6HG0457050.1,AT4G38470,ACT-like protein tyrosine kinase family protein
HORVU.MOREX.r2.6HG0457060.1,AT2G17033,pentatricopeptide (PPR) repeat-containing protein
HORVU.MOREX.r2.6HG0457210.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0457220.1,AT5G54280,myosin 2
HORVU.MOREX.r2.6HG0457240.1,AT5G55050,GDSL-like Lipase/Acylhydrolase superfamily protein
HORVU.MOREX.r2.6HG0457250.1,AT1G13560,aminoalcoholphosphotransferase 1
HORVU.MOREX.r2.6HG0457260.1,AT2G17670,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0457280.1,AT1G69910,Protein kinase superfamily protein
HORVU.MOREX.r2.6HG0457330.1,AT5G60340,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.6HG0457340.1,AT1G02020,nitroreductase family protein
HORVU.MOREX.r2.6HG0457350.1,AT1G78760,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0457360.1,AT1G55900,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
HORVU.MOREX.r2.6HG0457370.1,AT2G20060,Ribosomal protein L4/L1 family
HORVU.MOREX.r2.6HG0457380.1,AT1G75460,ATP-dependent protease La (LON) domain protein
HORVU.MOREX.r2.6HG0457390.1,AT1G47765,F-box and associated interaction domains-containing protein
HORVU.MOREX.r2.6HG0457440.1,AT1G06790,RNA polymerase Rpb7 N-terminal domain-containing protein
HORVU.MOREX.r2.6HG0457490.1,AT5G03970,F-box associated ubiquitination effector family protein
HORVU.MOREX.r2.6HG0457530.1,AT1G28120,ubiquitin thioesterase otubain-like protein
HORVU.MOREX.r2.6HG0457580.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.6HG0457590.1,AT3G23880,F-box and associated interaction domains-containing protein
HORVU.MOREX.r2.6HG0457630.1,AT1G11620,F-box and associated interaction domains-containing protein
HORVU.MOREX.r2.6HG0457660.1,AT4G14100,"transferases, transferring glycosyl groups"
HORVU.MOREX.r2.6HG0457670.1,AT3G59200,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0457680.1,AT5G02700,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0457690.1,AT4G32410,cellulose synthase 1
HORVU.MOREX.r2.6HG0457700.1,AT3G48750,cell division control 2
HORVU.MOREX.r2.6HG0457710.1,AT1G28600,GDSL-like Lipase/Acylhydrolase superfamily protein
HORVU.MOREX.r2.6HG0457730.1,AT2G15220,Plant basic secretory protein (BSP) family protein
HORVU.MOREX.r2.6HG0457760.1,AT1G72320,pumilio 23
HORVU.MOREX.r2.6HG0457770.1,AT2G19130,S-locus lectin protein kinase family protein
HORVU.MOREX.r2.6HG0457800.1,AT2G45690,shrunken seed protein (SSE1)
HORVU.MOREX.r2.6HG0457810.1,AT1G73970,obscurin-like protein
HORVU.MOREX.r2.6HG0457820.1,AT2G21250,NAD(P)-linked oxidoreductase superfamily protein
HORVU.MOREX.r2.6HG0457920.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0457930.1,AT3G21000,Gag-Pol-related retrotransposon family protein
HORVU.MOREX.r2.6HG0457940.1,ATMG00710,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
HORVU.MOREX.r2.6HG0457950.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0457960.1,AT2G16460,coiled-coil 90B-like protein (DUF1640)
HORVU.MOREX.r2.6HG0457980.1,AT2G40740,WRKY DNA-binding protein 55
HORVU.MOREX.r2.6HG0458000.1,AT5G21130,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
HORVU.MOREX.r2.6HG0458020.1,AT4G13430,isopropyl malate isomerase large subunit 1
HORVU.MOREX.r2.6HG0458040.1,AT1G19290,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.6HG0458100.1,AT2G17030,F-box SKIP23-like protein (DUF295)
HORVU.MOREX.r2.6HG0458130.1,AT5G51545,low psii accumulation2
HORVU.MOREX.r2.6HG0458150.1,AT1G64720,Polyketide cyclase/dehydrase and lipid transport superfamily protein
HORVU.MOREX.r2.6HG0458170.1,AT1G66350,RGA-like 1
HORVU.MOREX.r2.6HG0458240.1,AT4G00800,transducin family protein / WD-40 repeat family protein
HORVU.MOREX.r2.6HG0458250.1,AT3G54820,plasma membrane intrinsic protein 2;5
HORVU.MOREX.r2.6HG0458270.1,AT1G62670,rna processing factor 2
HORVU.MOREX.r2.6HG0458280.1,AT1G58602,LRR and NB-ARC domains-containing disease resistance protein
HORVU.MOREX.r2.6HG0458300.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0458320.1,AT4G12080,AT-hook motif nuclear-localized protein 1
HORVU.MOREX.r2.6HG0458340.1,AT5G47120,BAX inhibitor 1
HORVU.MOREX.r2.6HG0458370.1,AT2G44740,cyclin p4;1
HORVU.MOREX.r2.6HG0458380.1,AT3G02950,Tho complex subunit 7/Mft1p
HORVU.MOREX.r2.6HG0458390.1,AT1G74110,"cytochrome P450, family 78, subfamily A, polypeptide 10"
HORVU.MOREX.r2.6HG0458400.1,AT5G03970,F-box associated ubiquitination effector family protein
HORVU.MOREX.r2.6HG0458410.1,AT5G35170,adenylate kinase family protein
HORVU.MOREX.r2.6HG0458420.1,AT4G26000,RNA-binding KH domain-containing protein
HORVU.MOREX.r2.6HG0458430.1,AT1G72000,Plant neutral invertase family protein
HORVU.MOREX.r2.6HG0458440.1,AT4G17600,Chlorophyll A-B binding family protein
HORVU.MOREX.r2.6HG0458450.1,AT1G18340,basal transcription factor complex subunit-like protein
HORVU.MOREX.r2.6HG0458460.1,AT1G61420,S-locus lectin protein kinase family protein
HORVU.MOREX.r2.6HG0458470.1,AT2G20010,Gls protein (DUF810)
HORVU.MOREX.r2.6HG0458480.1,AT2G03160,SKP1-like 19
HORVU.MOREX.r2.6HG0458490.1,,
HORVU.MOREX.r2.6HG0458500.1,AT3G10010,demeter-like 2
HORVU.MOREX.r2.6HG0458520.1,AT2G17010,Mechanosensitive ion channel family protein
HORVU.MOREX.r2.6HG0458540.1,AT2G39990,eukaryotic translation initiation factor 2
HORVU.MOREX.r2.6HG0458550.1,AT3G17300,COMPLEX 1 LYR-like protein
HORVU.MOREX.r2.6HG0458560.1,AT1G28250,transmembrane protein
HORVU.MOREX.r2.6HG0458580.1,AT5G25520,SPOC domain / Transcription elongation factor S-II protein
HORVU.MOREX.r2.6HG0458590.1,AT1G45332,Translation elongation factor EFG/EF2 protein
HORVU.MOREX.r2.6HG0458620.1,AT5G51600,Microtubule associated protein (MAP65/ASE1) family protein
HORVU.MOREX.r2.6HG0458630.1,AT2G17890,calcium-dependent protein kinase 16
HORVU.MOREX.r2.6HG0458640.1,AT1G51510,RNA-binding (RRM/RBD/RNP motifs) family protein
HORVU.MOREX.r2.6HG0458650.1,AT1G18485,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.6HG0458660.1,AT4G37445,calcium ion-binding protein
HORVU.MOREX.r2.6HG0458680.1,AT2G37990,ribosome biogenesis regulatory protein (RRS1) family protein
HORVU.MOREX.r2.6HG0458690.1,AT2G45200,golgi snare 12
HORVU.MOREX.r2.6HG0458700.1,AT2G45150,cytidinediphosphate diacylglycerol synthase 4
HORVU.MOREX.r2.6HG0458710.1,AT3G04830,Protein prenylyltransferase superfamily protein
HORVU.MOREX.r2.6HG0458740.1,AT3G43400,ELMO/CED-12 family protein
HORVU.MOREX.r2.6HG0458750.1,AT3G01960,hypothetical protein
HORVU.MOREX.r2.6HG0458780.1,AT4G08850,Leucine-rich repeat receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0458820.1,AT1G71210,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.6HG0458830.1,AT2G44530,Phosphoribosyltransferase family protein
HORVU.MOREX.r2.6HG0458840.1,AT1G32260,envelope glycoprotein
HORVU.MOREX.r2.6HG0458850.1,AT1G32170,xyloglucan endotransglucosylase/hydrolase 30
HORVU.MOREX.r2.6HG0458860.1,AT4G02890,Ubiquitin family protein
HORVU.MOREX.r2.6HG0458890.1,AT1G53540,HSP20-like chaperones superfamily protein
HORVU.MOREX.r2.6HG0458900.1,AT4G17960,phospholipid hydroperoxide glutathione peroxidase
HORVU.MOREX.r2.6HG0459000.1,AT4G19020,chromomethylase 2
HORVU.MOREX.r2.6HG0459010.1,AT1G60610,SBP (S-ribonuclease binding protein) family protein
HORVU.MOREX.r2.6HG0459050.1,AT5G60540,pyridoxine biosynthesis 2
HORVU.MOREX.r2.6HG0459060.1,AT1G31760,SWIB/MDM2 domain superfamily protein
HORVU.MOREX.r2.6HG0459070.1,AT3G27670,ARM repeat superfamily protein
HORVU.MOREX.r2.6HG0459080.1,AT5G17670,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.6HG0459090.1,AT5G24660,response to low sulfur 2
HORVU.MOREX.r2.6HG0459100.1,AT5G64330,Phototropic-responsive NPH3 family protein
HORVU.MOREX.r2.6HG0459110.1,AT1G78895,Reticulon family protein
HORVU.MOREX.r2.6HG0459120.1,AT4G17260,Lactate/malate dehydrogenase family protein
HORVU.MOREX.r2.6HG0459140.1,AT4G24160,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.6HG0459180.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0459230.1,AT5G45300,beta-amylase 2
HORVU.MOREX.r2.6HG0459240.1,AT4G23890,NAD(P)H-quinone oxidoreductase subunit S
HORVU.MOREX.r2.6HG0459250.1,AT4G02750,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0459260.1,AT5G48790,LOW PSII ACCUMULATION protein (DUF1995)
HORVU.MOREX.r2.6HG0459280.1,AT2G37470,Histone superfamily protein
HORVU.MOREX.r2.6HG0459300.1,AT1G51400,Photosystem II 5 kD protein
HORVU.MOREX.r2.6HG0459340.1,AT2G37470,Histone superfamily protein
HORVU.MOREX.r2.6HG0459350.1,AT4G33760,"tRNA synthetase class II (D, K and N) family protein"
HORVU.MOREX.r2.6HG0459360.1,AT5G45460,transmembrane protein
HORVU.MOREX.r2.6HG0459370.1,AT1G74490,Protein kinase superfamily protein
HORVU.MOREX.r2.6HG0459380.1,AT4G00730,Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein
HORVU.MOREX.r2.6HG0459420.1,AT1G14450,NADH dehydrogenase (ubiquinone)s
HORVU.MOREX.r2.6HG0459480.1,AT3G25410,Sodium Bile acid symporter family
HORVU.MOREX.r2.6HG0459490.1,AT3G58040,seven in absentia of Arabidopsis 2
HORVU.MOREX.r2.6HG0459500.1,AT5G17060,ADP-ribosylation factor B1B
HORVU.MOREX.r2.6HG0459520.1,AT5G25530,DNAJ heat shock family protein
HORVU.MOREX.r2.6HG0459530.1,AT4G05320,polyubiquitin 10
HORVU.MOREX.r2.6HG0459550.1,AT5G45610,protein dimerization
HORVU.MOREX.r2.6HG0459560.1,AT2G35530,basic region/leucine zipper transcription factor 16
HORVU.MOREX.r2.6HG0459570.1,,
HORVU.MOREX.r2.6HG0459670.1,AT4G01990,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0459680.1,AT4G01990,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0459690.1,AT4G01990,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0459710.1,AT3G47680,DNA binding protein
HORVU.MOREX.r2.6HG0459740.1,AT5G62960,UDP-N-acetylglucosamine-N-acetylmuramyl-pyrophosphoryl-undecaprenol N-acetylglucosamine protein
HORVU.MOREX.r2.6HG0459750.1,AT5G66780,late embryogenesis abundant protein
HORVU.MOREX.r2.6HG0459760.1,AT1G04850,ubiquitin-associated (UBA)/TS-N domain-containing protein
HORVU.MOREX.r2.6HG0459860.1,AT2G13770,nuclease
HORVU.MOREX.r2.6HG0459870.1,AT5G15710,Galactose oxidase/kelch repeat superfamily protein
HORVU.MOREX.r2.6HG0459960.1,AT3G55060,CAP-gly domain linker
HORVU.MOREX.r2.6HG0459970.1,AT4G29180,root hair specific 16
HORVU.MOREX.r2.6HG0459980.1,AT3G05430,Tudor/PWWP/MBT superfamily protein
HORVU.MOREX.r2.6HG0460020.1,AT2G21870,MALE GAMETOPHYTE DEFECTIVE 1
HORVU.MOREX.r2.6HG0460080.1,AT3G24480,Leucine-rich repeat (LRR) family protein
HORVU.MOREX.r2.6HG0460130.1,AT1G70570,anthranilate phosphoribosyltransferase
HORVU.MOREX.r2.6HG0460140.1,AT5G40450,A-kinase anchor-like protein
HORVU.MOREX.r2.6HG0460150.1,AT1G07000,exocyst subunit exo70 family protein B2
HORVU.MOREX.r2.6HG0460160.1,AT3G18040,MAP kinase 9
HORVU.MOREX.r2.6HG0460170.1,AT1G29930,chlorophyll A/B binding protein 1
HORVU.MOREX.r2.6HG0460180.1,AT2G34420,photosystem II light harvesting complex protein B1B2
HORVU.MOREX.r2.6HG0460190.1,AT1G29910,chlorophyll A/B binding protein 3
HORVU.MOREX.r2.6HG0460210.1,AT2G34420,photosystem II light harvesting complex protein B1B2
HORVU.MOREX.r2.6HG0460220.1,AT2G34420,photosystem II light harvesting complex protein B1B2
HORVU.MOREX.r2.6HG0460250.1,AT3G26750,HECT-like ubiquitin-conjugating enzyme (E2)-binding protein
HORVU.MOREX.r2.6HG0460340.1,AT1G74875,F-box protein
HORVU.MOREX.r2.6HG0460350.1,AT1G70335,hypothetical protein
HORVU.MOREX.r2.6HG0460360.1,AT4G25350,EXS (ERD1/XPR1/SYG1) family protein
HORVU.MOREX.r2.6HG0460370.1,AT2G17140,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.6HG0460390.1,AT5G05240,cation-transporting ATPase
HORVU.MOREX.r2.6HG0460460.1,AT5G46510,Disease resistance protein (TIR-NBS-LRR class) family
HORVU.MOREX.r2.6HG0460470.1,AT2G43820,UDP-glucosyltransferase 74F2
HORVU.MOREX.r2.6HG0460520.1,AT4G15570,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.6HG0460530.1,AT1G09230,RNA-binding (RRM/RBD/RNP motifs) family protein
HORVU.MOREX.r2.6HG0460590.1,AT1G09230,RNA-binding (RRM/RBD/RNP motifs) family protein
HORVU.MOREX.r2.6HG0460600.1,AT4G02110,transcription coactivator
HORVU.MOREX.r2.6HG0460610.1,AT1G50440,RING/FYVE/PHD zinc finger superfamily protein
HORVU.MOREX.r2.6HG0460620.1,AT1G34860,Plant thionin family protein
HORVU.MOREX.r2.6HG0460630.1,AT1G51170,Protein kinase superfamily protein
HORVU.MOREX.r2.6HG0460640.1,AT5G10610,"cytochrome P450, family 81, subfamily K, polypeptide 1"
HORVU.MOREX.r2.6HG0460660.1,AT1G75390,basic leucine-zipper 44
HORVU.MOREX.r2.6HG0460690.1,AT4G20520,RNA binding / RNA-directed DNA polymerase
HORVU.MOREX.r2.6HG0460720.1,AT4G04790,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0460730.1,AT4G19600,Cyclin family protein
HORVU.MOREX.r2.6HG0460760.1,AT1G80570,RNI-like superfamily protein
HORVU.MOREX.r2.6HG0460770.1,AT5G48050,Copia-like polyprotein/retrotransposon
HORVU.MOREX.r2.6HG0460780.1,AT2G44520,cytochrome c oxidase 10
HORVU.MOREX.r2.6HG0460800.1,AT2G21520,Sec14p-like phosphatidylinositol transfer family protein
HORVU.MOREX.r2.6HG0460860.1,AT1G47250,20S proteasome alpha subunit F2
HORVU.MOREX.r2.6HG0460870.1,AT3G19970,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.6HG0460890.1,AT2G18250,4-phosphopantetheine adenylyltransferase
HORVU.MOREX.r2.6HG0460930.1,,
HORVU.MOREX.r2.6HG0460950.1,AT5G44360,FAD-binding Berberine family protein
HORVU.MOREX.r2.6HG0460960.1,AT4G38980,hypothetical protein
HORVU.MOREX.r2.6HG0460980.1,AT4G03500,Ankyrin repeat family protein
HORVU.MOREX.r2.6HG0461000.1,AT3G27170,chloride channel B
HORVU.MOREX.r2.6HG0461010.1,AT5G40890,chloride channel A
